ApplicationDate,Age,CreditScore,EducationLevel,Experience,LoanAmount,MaritalStatus,HomeOwnershipStatus,ID,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore
07-01-2063,44,575,Bachelor,21,32496,Divorced,Rent,B6444,1.75,0,Debt Consolidation,24,1295,87527,5,22.94,XX
08-01-2063,48,540,Master,24,18785,Married,Own,B6445,13.8,2,Other,26,2789,134850,6,21.69,XX
09-01-2063,35,568,High School,14,11248,Married,Rent,B6446,14.1,1,Education,25,10064,185373,4,27.17,48
10-01-2063,19,567,Master,0,31919,Single,Other,B6447,34.5,0,Home,27,3655,17131,4,19.7,57
11-01-2063,46,608,Master,24,39648,Single,Mortgage,B6448,15.7,3,Education,20,6394,50817,4,25.51,XX
12-01-2063,39,626,Bachelor,16,47675,Divorced,Own,B6449,22.8,2,Home,19,7056,39222,4,22.15,55
13-01-2063,40,565,High School,16,36369,Single,Other,B6450,5.97,1,Education,16,1762,22442,4,27.87,XX
14-01-2063,53,554,High School,32,25674,Married,Rent,B6451,13.7,3,Home,26,9146,205896,6,23.32,46
15-01-2063,49,574,Associate,25,30231,Single,Rent,B6452,14.8,2,Home,27,5607,54658,3,28.58,51
16-01-2063,63,671,Bachelor,38,21687,Married,Own,B6453,6.29,2,Home,18,7842,36371,7,17.8,51
17-01-2063,41,456,Bachelor,17,40300,Married,Rent,B6454,41.8,0,Debt Consolidation,18,95,21756,2,40.55,55
18-01-2063,31,540,Master,10,58743,Married,Other,B6455,4.24,1,Debt Consolidation,22,6395,117581,3,27.9,58
19-01-2063,37,572,Master,16,20891,Divorced,Mortgage,B6456,18.2,2,Home,22,2659,74904,3,17.99,41
20-01-2063,44,609,Bachelor,21,22508,Single,Own,B6457,511,2,Home,19,1747,128109,7,20.24,36
21-01-2063,52,633,Master,26,19173,Single,Rent,B6458,45.3,1,Other,32,2017,42976,7,17.52,44
22-01-2063,22,551,Associate,0,36143,Married,Rent,B6459,5.36,0,Auto,24,13510,17225,5,29.27,57
23-01-2063,40,491,High School,18,17323,Married,Rent,B6460,37.3,1,Auto,24,3352,186235,4,34.69,53
24-01-2063,59,626,High School,39,18163,Divorced,Rent,B6461,10,1,Home,29,31848,32965,3,27.6,40
25-01-2063,37,573,High School,NaN,17011,Married,Mortgage,B6462,13.3,1,Auto,26,2881,89834,5,23.47,39
26-01-2063,51,590,Bachelor,30,31720,Married,Mortgage,B6463,26.2,2,Home,17,9868,120271,3,28.99,54
27-01-2063,45,445,Associate,22,17689,Married,Rent,B6464,5.88,3,Auto,25,13130,14173,5,33.5,57
28-01-2063,51,567,High School,32,36386,Married,Rent,B6465,6.04,1,Home,25,1734,594070,2,23.93,40
29-01-2063,30,601,Master,8,22377,Single,Mortgage,B6466,4.12,1,Debt Consolidation,31,2324,10439,4,24.6,64
30-01-2063,30,519,Doctorate,10,31463,Married,Mortgage,B6467,23.9,0,Home,26,3516,49185,4,22.48,50
31-01-2063,40,568,High School,16,16543,Married,Mortgage,B6468,5.05,2,Auto,30,3936,108423,4,23.99,49
01-02-2063,21,568,High School,0,30249,Single,Own,B6469,3.08,1,Other,31,7525,79752,4,25.37,50
02-02-2063,36,486,Associate,NaN,26563,Married,Mortgage,B6470,14.4,1,Education,26,2610,189790,4,34.92,47
03-02-2063,43,593,Associate,20,18531,Single,Own,B6471,43.4,0,Debt Consolidation,31,1994,120081,6,22.59,55
04-02-2063,61,654,Bachelor,39,22530,Married,Mortgage,B6472,19.8,2,Home,26,848,52178,4,18.92,53
05-02-2063,44,600,Bachelor,17,23662,Single,Own,B6473,1.87,1,Auto,30,774,72600,6,20.15,38
06-02-2063,47,624,High School,23,11549,Married,Rent,B6474,2.02,1,Debt Consolidation,28,1349,92339,7,20.54,48
07-02-2063,53,604,Bachelor,30,27796,Married,Mortgage,B6475,3.82,1,Home,13,14414,15297,4,27.08,57
08-02-2063,28,603,Associate,5,21675,Divorced,Rent,B6476,7.3,1,Debt Consolidation,27,1905,87317,4,22.66,62
09-02-2063,38,612,Doctorate,20,13714,Married,Mortgage,B6477,2.58,0,Auto,26,1322,26002,7,22.4,50
10-02-2063,69,652,Associate,44,14092,Married,Mortgage,B6478,13.3,0,Debt Consolidation,18,4549,237429,6,16.34,34
11-02-2063,39,602,Master,NaN,17953,Married,Own,B6479,6.07,0,Home,15,3130,174562,0,21.44,36
12-02-2063,53,501,High School,31,26405,Married,Mortgage,B6480,23.3,1,Auto,28,384,9782,8,25,68
13-02-2063,51,528,High School,27,34742,Married,Own,B6481,2.88,0,Debt Consolidation,19,7906,107636,4,27.73,XX
14-02-2063,22,556,Associate,0,38755,Married,Mortgage,B6482,17.5,0,Debt Consolidation,22,795,51729,11,25.22,51
15-02-2063,43,564,Master,21,10840,Married,Mortgage,B6483,10.5,0,Auto,20,532,21289,5,20.86,40
16-02-2063,41,508,Bachelor,18,27447,Single,Other,B6484,40.1,0,Home,25,731,70369,6,28.96,51
17-02-2063,43,603,Master,18,9587,Divorced,Mortgage,B6485,131,2,Home,27,1206,29985,4,22.85,XX
18-02-2063,30,521,High School,7,15986,Married,Mortgage,B6486,25.3,2,Auto,16,7459,282857,5,25.58,51
19-02-2063,26,592,High School,4,50289,Single,Rent,B6487,1.52,2,Debt Consolidation,29,1014,61435,5,24.94,XX
20-02-2063,34,619,High School,11,9757,Married,Mortgage,B6488,3.68,1,Education,24,4504,25418,4,21.82,62
21-02-2063,38,618,Bachelor,13,9066,Single,Rent,B6489,2.54,1,Other,23,3473,151773,5,16.75,51
22-02-2063,54,541,Master,30,15201,Divorced,Mortgage,B6490,3.16,0,Auto,26,17164,248014,6,25.4,43
23-02-2063,61,623,Associate,41,19225,Married,Mortgage,B6491,12.3,1,Home,19,3176,19533,4,23.73,53
24-02-2063,56,519,High School,32,22670,Single,Rent,B6492,16.2,1,Education,21,1439,77807,3,27.34,48
25-02-2063,50,600,Bachelor,27,17192,Single,Mortgage,B6493,3.71,0,Home,21,394,54509,6,24.22,54
26-02-2063,27,546,High School,2,13693,Divorced,Mortgage,B6494,2.82,0,Debt Consolidation,31,1555,186823,3,24.2,48
27-02-2063,35,524,Bachelor,12,24432,Divorced,Mortgage,B6495,35.4,0,Education,25,835,238131,6,26.23,36
28-02-2063,42,577,High School,20,36503,Divorced,Rent,B6496,28.7,0,Education,29,7172,76750,3,24.17,41
01-03-2063,32,573,Master,12,22833,Married,Mortgage,B6497,1.73,1,Debt Consolidation,24,1545,71964,6,27.19,49
02-03-2063,46,595,Master,25,17773,Married,Rent,B6498,34.8,0,Auto,24,13808,14574,3,22.2,43
03-03-2063,48,434,Bachelor,23,20653,Single,Rent,B6499,36.1,0,Debt Consolidation,22,3425,20047,2,30.89,53
04-03-2063,46,502,High School,23,28602,Single,Rent,B6500,18.8,0,Auto,26,1615,46367,6,25.18,53
05-03-2063,52,453,High School,30,9029,Married,Mortgage,B6501,6.28,1,Home,29,3281,118763,10,32.45,53
06-03-2063,29,540,High School,4,32055,Married,Mortgage,B6502,49.2,0,Home,24,2064,28146,7,30.08,56
07-03-2063,51,626,Bachelor,26,29673,Single,Other,B6503,41,1,Education,21,3042,55603,4,21.15,37
08-03-2063,31,556,High School,10,18549,Single,Mortgage,B6504,7.03,0,Debt Consolidation,26,6863,282273,3,25.05,44
09-03-2063,28,491,Master,3,20655,Married,Rent,B6505,48.7,0,Auto,28,1935,168787,6,26.64,XX
10-03-2063,46,615,Master,27,50331,Married,Other,B6506,34.7,0,Home,19,7377,73938,6,24.09,48
11-03-2063,54,584,High School,31,20855,Married,Rent,B6507,5.67,0,Auto,29,30964,78848,1,24.61,51
12-03-2063,45,584,Bachelor,22,65447,Married,Rent,B6508,4.21,1,Other,18,5194,63175,4,31.47,57
13-03-2063,40,605,Bachelor,NaN,29326,Single,Rent,B6509,5.35,4,Home,18,484,79016,2,21.66,49
14-03-2063,43,512,Associate,20,25920,Single,Mortgage,B6510,3.75,1,Other,21,1392,31382,5,22.56,50
15-03-2063,41,538,High School,19,29010,Married,Rent,B6511,3.94,0,Auto,21,1061,354644,7,22.86,46
16-03-2063,26,594,High School,4,10153,Married,Mortgage,B6512,27,2,Education,33,2399,19006,4,15.47,61
17-03-2063,25,541,Bachelor,0,10284,Widowed,Rent,B6513,5.44,2,Debt Consolidation,24,993,175181,7,26.65,55
18-03-2063,39,468,High School,16,25024,Married,Mortgage,B6514,2.68,1,Education,29,224,91139,4,29.9,49
19-03-2063,40,624,Bachelor,16,31027,Married,Own,B6515,1.75,0,Home,17,4306,110510,5,22.18,XX
20-03-2063,40,637,Master,22,10799,Married,Mortgage,B6516,15.4,1,Debt Consolidation,17,13025,62886,7,21.94,36
21-03-2063,48,464,Bachelor,27,43498,Single,Mortgage,B6517,20.7,0,Auto,19,1910,9006,5,26.27,50
22-03-2063,37,573,Doctorate,13,30466,Divorced,Mortgage,B6518,4.29,1,Debt Consolidation,27,1693,62872,6,20.68,42
23-03-2063,46,629,Bachelor,27,20215,Single,Other,B6519,18.8,0,Education,25,1616,157358,5,27.15,37
24-03-2063,38,633,Associate,14,40802,Single,Mortgage,B6520,16.7,0,Home,25,1868,664482,7,22.45,35
25-03-2063,61,667,Master,40,19106,Divorced,Own,B6521,1.96,0,Home,27,3829,24841,4,16.01,34
26-03-2063,40,632,Associate,20,16734,Single,Other,B6522,4.81,1,Home,21,1450,120137,7,17.74,XX
27-03-2063,68,587,Doctorate,47,22574,Single,Own,B6523,5.5,1,Education,12,1721,53818,5,17.21,57
28-03-2063,44,640,Associate,18,18294,Divorced,Mortgage,B6524,38.5,1,Debt Consolidation,26,3917,59618,6,14.97,44
29-03-2063,37,635,Doctorate,14,13467,Married,Own,B6525,2.91,1,Debt Consolidation,19,5754,274475,10,19.08,48
30-03-2063,29,529,High School,8,14461,Married,Own,B6526,3.44,0,Auto,28,2091,333971,5,23.28,XX
31-03-2063,22,503,High School,0,28209,Married,Own,B6527,352,3,Debt Consolidation,21,2052,31618,2,31.19,53
01-04-2063,28,587,High School,4,16091,Single,Mortgage,B6528,1.59,0,Auto,24,3805,154414,5,20.06,43
02-04-2063,29,445,High School,7,10537,Married,Rent,B6529,2.6,4,Debt Consolidation,26,1573,30477,9,30.65,55
03-04-2063,44,662,Bachelor,20,20630,Married,Own,B6530,20.2,2,Home,34,4730,136384,8,19.49,53
04-04-2063,33,575,High School,8,16519,Single,Own,B6531,6.22,1,Education,22,8824,19494,3,21.82,53
05-04-2063,42,641,Bachelor,18,23065,Married,Mortgage,B6532,26.6,1,Education,23,11100,26958,5,19.96,54
06-04-2063,55,595,Bachelor,34,17529,Widowed,Mortgage,B6533,4.02,4,Home,15,9876,52501,4,21.91,53
07-04-2063,38,628,Bachelor,18,59524,Single,Rent,B6534,27.7,2,Home,33,1593,54283,1,19.24,49
08-04-2063,64,612,Master,45,14304,Married,Rent,B6535,38,3,Debt Consolidation,29,779,15111,2,20.43,48
09-04-2063,25,609,High School,4,20653,Married,Rent,B6536,4.24,2,Home,16,1844,265662,2,22.46,43
10-04-2063,38,567,High School,16,17341,Married,Own,B6537,34.9,2,Other,21,10534,189106,5,23.03,36
11-04-2063,33,579,High School,11,25023,Divorced,Mortgage,B6538,2.02,0,Debt Consolidation,24,7864,40657,1,22.56,54
12-04-2063,51,526,High School,29,51094,Divorced,Rent,B6539,34.7,0,Education,26,3115,31822,2,34.36,53
13-04-2063,18,586,Associate,0,38431,Single,Mortgage,B6540,20.6,0,Debt Consolidation,30,2930,28153,4,21.26,XX
14-04-2063,22,623,Doctorate,0,30569,Widowed,Mortgage,B6541,15.1,1,Other,15,2991,27270,10,22.35,48
15-04-2063,38,596,Associate,16,15222,Widowed,Rent,B6542,3.15,0,Home,32,483,63610,5,19.21,50
16-04-2063,58,632,Associate,39,27805,Single,Mortgage,B6543,6.83,5,Auto,31,2594,95702,7,21.31,48
17-04-2063,42,631,Master,NaN,18907,Divorced,Rent,B6544,12.9,0,Home,23,2163,163826,3,16.47,XX
18-04-2063,23,537,Master,3,41306,Married,Mortgage,B6545,3.96,0,Debt Consolidation,19,11840,55202,9,32.34,61
19-04-2063,25,573,Doctorate,4,19359,Married,Rent,B6546,20.7,1,Home,28,3782,69732,8,18.38,40
20-04-2063,60,575,Master,36,27884,Married,Other,B6547,13,3,Education,27,1431,375222,4,25.76,53
21-04-2063,32,613,Bachelor,9,43226,Married,Rent,B6548,3.43,2,Debt Consolidation,29,1767,84864,4,24.08,34
22-04-2063,28,559,High School,2,25254,Married,Own,B6549,31.6,3,Home,20,2434,152308,4,26.07,55
23-04-2063,57,645,Bachelor,33,14841,Married,Mortgage,B6550,19.4,0,Auto,26,25037,82119,2,19.7,44
24-04-2063,52,596,High School,30,69873,Single,Other,B6551,33.3,1,Auto,24,12353,147296,4,29.65,67
25-04-2063,55,566,High School,30,16680,Married,Mortgage,B6552,2.5,1,Home,18,20756,21358,3,21.52,54
26-04-2063,28,583,Master,3,27782,Married,Rent,B6553,2.44,0,Home,26,4219,59295,6,20.65,63
27-04-2063,21,558,Associate,0,11032,Married,Mortgage,B6554,18.6,0,Auto,20,4360,67263,7,21.67,49
28-04-2063,41,571,Bachelor,17,18245,Widowed,Rent,B6555,503,0,Home,26,2118,37885,7,28.52,55
29-04-2063,44,410,Bachelor,22,51580,Widowed,Rent,B6556,2.07,2,Debt Consolidation,25,7199,109200,0,33.21,49
30-04-2063,44,499,Associate,22,13040,Single,Mortgage,B6557,5.93,2,Home,24,1126,28813,7,24.31,45
01-05-2063,57,657,Associate,34,16075,Married,Other,B6558,6.25,0,Debt Consolidation,26,2986,91940,6,21.9,53
02-05-2063,19,578,Master,0,67496,Married,Other,B6559,48.8,0,Debt Consolidation,25,7532,190082,5,25.19,53
03-05-2063,50,556,Master,28,16489,Married,Mortgage,B6560,30.9,1,Home,19,935,79746,6,23.65,40
04-05-2063,26,543,High School,2,15254,Single,Rent,B6561,2.98,1,Home,22,3100,137332,8,22.8,50
05-05-2063,50,542,High School,31,15362,Widowed,Mortgage,B6562,1.8,1,Home,15,4497,179614,3,24.9,36
06-05-2063,34,612,Bachelor,14,30786,Single,Rent,B6563,1.98,2,Auto,18,965,46656,4,21.59,61
07-05-2063,30,504,Bachelor,6,50824,Married,Mortgage,B6564,4.76,0,Home,30,1726,68998,8,29.24,XX
08-05-2063,32,625,Bachelor,10,21857,Widowed,Own,B6565,5.93,1,Home,26,1877,96926,6,29.32,XX
09-05-2063,22,625,Bachelor,0,18122,Single,Mortgage,B6566,3.72,0,Other,21,3212,22993,6,22.22,51
10-05-2063,40,594,Bachelor,17,19072,Single,Rent,B6567,19.2,1,Debt Consolidation,22,614,29421,5,21.4,65
11-05-2063,30,588,Master,10,13776,Married,Mortgage,B6568,19.3,2,Home,18,8174,92260,7,20.5,48
12-05-2063,49,665,Bachelor,26,13204,Married,Other,B6569,61.4,3,Auto,25,1650,88943,6,21.55,45
13-05-2063,47,593,High School,23,29146,Married,Mortgage,B6570,4.36,0,Debt Consolidation,24,498,75250,3,21.29,61
14-05-2063,60,672,Master,37,16281,Married,Mortgage,B6571,59.4,1,Debt Consolidation,17,505,28243,2,20.58,50
15-05-2063,44,542,Associate,22,34032,Single,Other,B6572,5.48,2,Other,33,2300,45997,6,18.24,63
16-05-2063,46,590,Master,24,4970,Single,Mortgage,B6573,13.4,1,Home,26,868,28216,4,20.25,61
17-05-2063,56,537,Master,35,42398,Single,Mortgage,B6574,6.45,2,Education,23,181,90066,6,26.47,54
18-05-2063,32,611,High School,12,13540,Married,Own,B6575,4.02,3,Auto,23,8089,24385,7,19.34,50
19-05-2063,22,579,Bachelor,2,30510,Married,Rent,B6576,19.2,1,Other,23,5975,62709,5,22.52,48
20-05-2063,42,585,Bachelor,19,38761,Divorced,Mortgage,B6577,1.47,1,Home,24,3358,154095,4,29.99,50
21-05-2063,22,485,Doctorate,1,23187,Married,Mortgage,B6578,4.55,0,Home,22,6702,43128,3,23.28,58
22-05-2063,69,652,Associate,45,30585,Divorced,Mortgage,B6579,2.74,2,Home,22,1815,67060,7,20.01,36
23-05-2063,57,613,High School,36,22963,Married,Mortgage,B6580,1.55,1,Other,22,1723,51264,3,29.66,35
24-05-2063,65,477,High School,45,56907,Married,Rent,B6581,3.27,3,Education,30,964,18979,5,26.88,53
25-05-2063,40,574,Associate,18,26897,Divorced,Rent,B6582,43.3,1,Debt Consolidation,16,916,102435,7,25.33,55
26-05-2063,46,605,Bachelor,19,12304,Single,Rent,B6583,2.85,3,Home,23,624,138510,5,17.24,47
27-05-2063,34,593,High School,12,21008,Single,Rent,B6584,3.69,1,Debt Consolidation,24,2166,32928,8,31.14,58
28-05-2063,50,597,Bachelor,26,47841,Single,Mortgage,B6585,2.38,0,Debt Consolidation,23,2311,85850,5,30.91,51
29-05-2063,25,582,Associate,2,17392,Married,Own,B6586,13.8,0,Auto,15,1010,57574,5,28.96,48
30-05-2063,18,555,Master,0,29670,Married,Rent,B6587,39,2,Home,29,1425,8136,8,28.53,65
31-05-2063,30,535,Associate,5,21874,Married,Rent,B6588,6.69,1,Debt Consolidation,24,2037,54308,6,27.21,XX
01-06-2063,22,590,Associate,0,22248,Divorced,Rent,B6589,2.75,2,Education,9,3143,61599,7,26.94,49
02-06-2063,57,632,Associate,37,19308,Single,Mortgage,B6590,4.77,0,Debt Consolidation,27,3240,45249,5,18.76,40
03-06-2063,61,670,Bachelor,40,14158,Single,Other,B6591,18.3,0,Home,20,2190,11302,6,17.22,38
04-06-2063,23,574,Master,1,24320,Single,Other,B6592,19.7,1,Auto,19,1241,183344,4,20.17,49
05-06-2063,55,610,Bachelor,31,13295,Married,Mortgage,B6593,17.4,1,Home,24,17043,24318,5,20.79,51
06-06-2063,51,632,Associate,30,34551,Single,Mortgage,B6594,12.6,0,Debt Consolidation,28,2287,87335,1,21.41,36
07-06-2063,21,602,Bachelor,0,61986,Married,Mortgage,B6595,19.5,0,Other,28,6834,23921,5,28.09,54
08-06-2063,35,612,Associate,14,25721,Single,Mortgage,B6596,3.19,2,Home,32,2029,24998,5,17.6,61
09-06-2063,33,464,High School,9,27431,Married,Rent,B6597,3.66,3,Debt Consolidation,33,1397,217020,8,32.62,54
10-06-2063,48,568,Associate,29,18660,Married,Mortgage,B6598,44.1,3,Debt Consolidation,25,4529,5346,1,20.31,64
11-06-2063,25,567,Associate,3,27704,Married,Own,B6599,47,1,Home,25,8138,199913,3,25.2,51
12-06-2063,38,632,Associate,NaN,23096,Married,Mortgage,B6600,4.64,0,Auto,22,1402,78941,5,28.76,48
13-06-2063,31,601,Bachelor,11,46406,Married,Mortgage,B6601,2.15,2,Debt Consolidation,25,8962,22015,3,22.85,60
14-06-2063,45,619,Master,20,12985,Divorced,Rent,B6602,7.68,1,Auto,27,2439,50593,5,19.23,43
15-06-2063,37,600,Associate,14,20370,Single,Other,B6603,34.4,3,Debt Consolidation,22,1718,10776,3,23.16,48
16-06-2063,33,517,High School,11,25602,Married,Mortgage,B6604,34.5,0,Home,13,1245,147597,4,31.8,46
17-06-2063,37,558,High School,14,27397,Single,Rent,B6605,2.71,2,Home,19,28866,29135,4,17.87,43
18-06-2063,64,589,High School,43,65525,Married,Own,B6606,32.9,0,Debt Consolidation,25,2052,21786,2,26.2,XX
19-06-2063,34,607,Master,9,17360,Single,Other,B6607,11.1,2,Home,19,14327,26000,4,26.42,56
20-06-2063,27,595,Doctorate,2,9491,Single,Rent,B6608,9.43,1,Other,25,1836,18200,4,19.67,48
21-06-2063,47,551,High School,24,36191,Widowed,Other,B6609,47.3,1,Other,28,13524,26032,2,30.64,58
22-06-2063,38,593,Associate,14,64864,Widowed,Other,B6610,25.8,1,Debt Consolidation,17,9548,61276,4,22.91,56
23-06-2063,23,593,Bachelor,3,25863,Single,Other,B6611,12.1,2,Home,21,1292,62774,5,26.94,53
24-06-2063,66,614,High School,41,47537,Single,Rent,B6612,46.9,1,Auto,24,4650,16066,7,24.27,50
25-06-2063,35,624,Bachelor,13,47070,Single,Other,B6613,14.3,0,Education,29,3832,77777,5,23.17,47
26-06-2063,35,592,Master,10,15996,Married,Mortgage,B6614,21.3,2,Auto,30,2139,30425,1,23.86,55
27-06-2063,41,572,Master,17,39689,Single,Mortgage,B6615,15.8,2,Debt Consolidation,21,1542,73777,4,26.24,51
28-06-2063,60,623,Bachelor,35,13742,Married,Mortgage,B6616,25.4,0,Education,22,31771,44001,0,19.07,58
29-06-2063,19,516,High School,0,17236,Divorced,Mortgage,B6617,826,0,Education,14,7010,79698,4,19.6,59
30-06-2063,43,568,Associate,22,35345,Divorced,Rent,B6618,6.05,2,Auto,28,1316,20472,3,24.79,58
01-07-2063,65,643,Doctorate,38,15757,Married,Other,B6619,31.1,0,Other,36,21981,41605,4,19.63,56
02-07-2063,41,576,High School,22,28488,Single,Mortgage,B6620,5,1,Other,25,933,110444,8,24.85,50
03-07-2063,25,520,Associate,5,23687,Married,Rent,B6621,17.2,0,Debt Consolidation,20,1652,55561,5,21.84,56
04-07-2063,32,559,Associate,9,15085,Single,Rent,B6622,11.9,1,Debt Consolidation,20,1067,44192,2,23.95,53
05-07-2063,42,630,High School,19,18932,Married,Mortgage,B6623,21.3,0,Education,25,3872,67489,6,19.82,48
06-07-2063,55,647,Associate,34,12690,Single,Mortgage,B6624,10.2,0,Home,24,503,80079,5,20.7,56
07-07-2063,35,455,High School,11,25715,Divorced,Rent,B6625,35.9,0,Other,30,6230,135778,6,37.85,59
08-07-2063,49,631,Master,25,12404,Married,Rent,B6626,20.3,0,Debt Consolidation,26,1221,170672,3,19.35,53
09-07-2063,22,567,High School,0,13283,Married,Rent,B6627,11.3,1,Education,18,855,370253,8,25.39,49
10-07-2063,22,542,Bachelor,0,13617,Married,Rent,B6628,9.64,2,Debt Consolidation,27,3722,18745,2,22.75,62
11-07-2063,34,478,Master,12,24265,Single,Mortgage,B6629,6.16,0,Debt Consolidation,30,3633,103163,4,29.51,60
12-07-2063,57,643,Doctorate,35,15360,Divorced,Rent,B6630,2.52,1,Debt Consolidation,27,357,35897,4,15.49,47
13-07-2063,40,625,Bachelor,21,25120,Married,Mortgage,B6631,19.7,0,Home,31,4512,13452,5,20.3,XX
14-07-2063,43,490,High School,20,21885,Married,Rent,B6632,6.65,1,Other,29,6446,8019,6,31.23,54
15-07-2063,43,625,High School,19,53016,Single,Other,B6633,3.37,1,Auto,17,450,19767,5,19.97,53
16-07-2063,53,650,Bachelor,31,15167,Single,Own,B6634,48.3,1,Education,32,8028,32624,7,17.83,56
17-07-2063,32,505,Doctorate,14,46895,Single,Rent,B6635,4.12,0,Home,22,4027,112876,4,28.68,50
18-07-2063,48,485,High School,27,12729,Divorced,Rent,B6636,25.5,0,Education,22,1763,22187,9,27.24,59
19-07-2063,30,595,Bachelor,6,12036,Married,Rent,B6637,6.6,0,Home,26,1113,31127,7,22.01,40
20-07-2063,63,594,High School,43,30286,Single,Mortgage,B6638,28,2,Home,30,2189,52910,2,23.05,53
21-07-2063,30,597,High School,6,7615,Married,Own,B6639,2.27,2,Debt Consolidation,23,6527,379317,5,24.07,44
22-07-2063,29,603,Bachelor,7,24538,Single,Mortgage,B6640,5.32,1,Debt Consolidation,19,718,197022,3,22.88,50
23-07-2063,46,503,High School,24,19146,Widowed,Mortgage,B6641,3.14,1,Home,37,3626,75826,7,25.08,55
24-07-2063,40,560,Bachelor,19,19683,Single,Mortgage,B6642,2.04,2,Debt Consolidation,19,1814,203040,5,25.27,55
25-07-2063,43,516,Associate,23,12405,Single,Own,B6643,175,1,Home,19,732,17337,7,28.39,XX
26-07-2063,42,578,High School,17,30148,Married,Mortgage,B6644,2.57,1,Auto,33,6138,376847,4,23.41,48
27-07-2063,26,560,Bachelor,2,34309,Married,Other,B6645,2.01,1,Debt Consolidation,28,2967,56424,6,20.32,51
28-07-2063,59,584,High School,35,16100,Divorced,Mortgage,B6646,11.4,0,Home,26,6380,7563,2,19.03,53
29-07-2063,50,556,Bachelor,26,19870,Divorced,Own,B6647,3.99,0,Auto,15,4050,147536,2,25.83,42
30-07-2063,56,569,Bachelor,32,18102,Married,Other,B6648,18.7,0,Home,21,6882,39833,6,27.43,51
31-07-2063,33,581,Master,9,11302,Married,Mortgage,B6649,2.75,3,Home,27,3132,16228,4,25,43
01-08-2063,44,538,High School,23,15061,Married,Rent,B6650,28.2,0,Education,30,14389,23742,6,25.84,54
02-08-2063,42,614,Bachelor,17,12626,Married,Mortgage,B6651,24,1,Education,17,554,54143,3,23.87,45
03-08-2063,53,621,Associate,28,27362,Divorced,Rent,B6652,39.5,0,Home,20,1135,49538,5,17.87,51
04-08-2063,53,630,Associate,30,31676,Married,Rent,B6653,3.62,0,Other,20,1450,79180,6,20.46,48
05-08-2063,42,590,Associate,20,15087,Married,Rent,B6654,16.5,2,Home,33,4328,66946,6,22.09,57
06-08-2063,21,514,Associate,1,11057,Married,Mortgage,B6655,3.02,1,Home,23,21493,309788,3,19.12,55
07-08-2063,61,653,Associate,38,49239,Single,Mortgage,B6656,5.45,1,Home,32,5731,353816,5,25.07,61
08-08-2063,46,575,High School,20,20419,Divorced,Rent,B6657,27.6,0,Auto,26,23806,262115,6,24.48,56
09-08-2063,32,630,Master,12,21570,Married,Mortgage,B6658,3.52,1,Other,30,5862,24095,7,16.25,55
10-08-2063,44,519,Master,19,11962,Married,Other,B6659,27,2,Other,25,3602,277884,6,24.21,48
11-08-2063,21,528,High School,0,22540,Married,Mortgage,B6660,44.7,1,Debt Consolidation,31,7533,88894,10,26.36,54
12-08-2063,52,602,Bachelor,30,16302,Single,Mortgage,B6661,33.2,1,Debt Consolidation,25,499,37638,6,20.61,42
13-08-2063,22,526,High School,2,12781,Married,Own,B6662,39.2,0,Other,21,1658,63781,8,23.07,58
14-08-2063,37,631,Master,16,32301,Divorced,Mortgage,B6663,5.63,0,Auto,26,7368,78487,4,20.92,54
15-08-2063,42,577,Bachelor,18,53131,Married,Own,B6664,1.23,0,Debt Consolidation,26,1311,16144,1,25.91,37
16-08-2063,52,461,Associate,28,38099,Single,Other,B6665,3.46,2,Debt Consolidation,29,4701,71419,9,26.36,54
17-08-2063,41,547,Bachelor,18,18290,Married,Rent,B6666,29.6,0,Education,34,1208,45778,2,20.64,55
18-08-2063,47,610,Bachelor,26,11501,Single,Mortgage,B6667,4.21,1,Home,21,3256,104285,5,17.86,43
19-08-2063,39,623,Bachelor,19,19827,Divorced,Own,B6668,44.4,0,Home,18,9311,12868,9,19.43,54
20-08-2063,39,593,Associate,16,22397,Married,Rent,B6669,30,0,Education,26,1826,42994,3,28.9,59
21-08-2063,41,641,Bachelor,19,25453,Divorced,Mortgage,B6670,28.9,0,Debt Consolidation,20,653,64910,3,18.18,39
22-08-2063,37,564,High School,14,74823,Widowed,Other,B6671,34.2,0,Education,19,3198,139570,10,36.61,XX
23-08-2063,19,592,Associate,0,28576,Widowed,Mortgage,B6672,2.59,0,Home,25,6081,45262,3,22.07,51
24-08-2063,30,528,Bachelor,8,13480,Single,Rent,B6673,35.3,1,Home,28,2644,24124,4,25.61,53
25-08-2063,42,584,Bachelor,19,16459,Single,Rent,B6674,10.5,1,Debt Consolidation,12,2695,64307,1,22.67,XX
26-08-2063,37,485,High School,14,16698,Single,Mortgage,B6675,15.8,2,Education,29,2121,366298,4,31.41,36
27-08-2063,38,524,High School,13,13996,Widowed,Own,B6676,3.74,2,Debt Consolidation,27,13334,27942,2,21.68,53
28-08-2063,36,555,High School,14,11827,Married,Own,B6677,4.32,1,Debt Consolidation,39,2231,144813,3,23.89,62
29-08-2063,29,504,Associate,5,19330,Married,Rent,B6678,41.5,0,Debt Consolidation,29,2852,35380,4,20.59,59
