ID,ApplicationDate,AnnualIncome,EmploymentStatus,Experience,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved
B8423,08-06-2020,89752,Employed,15,60,0,166,3,0,0,20,1123,23311,330983,1
B8424,09-06-2020,36067,Employed,31,72,0,261,2,0,0,29,598,12306,83697,0
B8425,10-06-2020,78123,Employed,11,60,1,348,0,0,1,12,2541,32334,488197,1
B8426,11-06-2020,57740,Unemployed,18,36,0,609,4,0,0,5,495,6702,55864,0
B8427,12-06-2020,33528,Employed,15,72,3,287,1,0,1,24,368,5743,18055,0
B8428,13-06-2020,98425,Employed,17,24,2,135,2,0,0,9,1787,16281,115855,1
B8429,14-06-2020,76222,Employed,11,60,2,402,5,0,1,2,821,18741,83691,0
B8430,15-06-2020,58451,Employed,15,12,1,486,3,0,0,7,4633,38448,8694,0
B8431,16-06-2020,168186,Employed,11,60,1,387,3,0,1,1,1626,16559,12449,0
B8432,17-06-2020,29879,Employed,19,84,0,699,2,0,0,22,1463,5085,36819,0
B8433,18-06-2020,60743,Employed,31,24,2,103,6,0,0,20,2544,175098,10411,0
B8434,19-06-2020,76346,Employed,37,24,0,210,3,0,0,15,5848,5639,52889,1
B8435,20-06-2020,26399,Employed,7,60,1,486,3,0,0,17,69,6821,69275,0
B8436,21-06-2020,26604,Employed,14,24,1,461,6,0,0,13,2064,21887,235553,0
B8437,22-06-2020,104619,Employed,10,36,1,638,4,0,0,24,2007,16437,92279,0
B8438,23-06-2020,36133,Employed,23,48,0,181,1,0,0,4,899,1417302,7047,0
B8439,24-06-2020,92396,Self-Employed,13,60,3,544,2,0,0,12,421,40346,145880,1
B8440,25-06-2020,42899,Employed,16,108,4,591,4,0,0,22,6260,51647,56521,0
B8441,26-06-2020,174056,Employed,31,36,1,420,4,0,0,20,617,20813,44569,1
B8442,27-06-2020,15000,Employed,0,72,2,394,4,0,0,12,1332,14429,25414,0
B8443,28-06-2020,99261,Employed,20,36,2,231,2,1,0,8,841,75690,70429,0
B8444,29-06-2020,58598,Employed,9,72,0,463,2,0,0,9,7097,22410,107085,0
B8445,30-06-2020,18868,Employed,20,36,0,235,2,0,0,3,3550,63952,6942,0
B8446,01-07-2020,43851,Employed,7,72,0,581,6,1,0,9,4329,13844,4575,0
B8447,02-07-2020,16445,Employed,32,24,2,511,0,0,0,7,1206,30593,7150,0
B8448,03-07-2020,77107,Unemployed,27,48,2,226,0,1,0,11,4479,12146,26348,1
B8449,04-07-2020,33564,Employed,21,48,2,277,6,0,0,18,269,33914,2307,0
B8450,05-07-2020,18638,Employed,28,96,2,400,4,0,1,8,1261,31782,315382,0
B8451,06-07-2020,103595,Employed,10,84,2,896,2,0,1,15,588,24128,83471,0
B8452,07-07-2020,57933,Employed,8,48,1,364,4,0,0,16,1103,72924,8695,0
B8453,08-07-2020,176294,Employed,24,24,1,273,3,0,0,23,633,46513,5970,1
B8454,09-07-2020,81479,Employed,8,36,0,274,5,0,1,2,1141,23541,8364,1
B8455,10-07-2020,15000,Employed,33,36,1,855,2,0,0,18,1005,18683,77385,0
B8456,11-07-2020,27143,Employed,13,48,1,220,3,0,0,24,548,5137,7199,0
B8457,12-07-2020,86898,Employed,24,84,1,228,6,0,0,21,513,44394,81819,1
B8458,13-07-2020,20519,Employed,44,36,5,632,1,0,0,16,328,62541,9472,0
B8459,14-07-2020,29439,Employed,11,24,0,236,7,0,0,6,256,16267,30289,0
B8460,15-07-2020,42629,Employed,19,36,2,206,3,0,0,28,1001,57694,10626,1
B8461,16-07-2020,51240,Unemployed,31,108,3,726,5,0,0,16,475,27383,203646,0
B8462,17-07-2020,144495,Unemployed,28,72,1,636,1,0,0,12,4080,30130,5441,1
B8463,18-07-2020,48231,Employed,11,108,0,313,1,0,0,28,15782,39786,19648,0
B8464,19-07-2020,50279,Employed,10,36,0,439,2,0,0,8,3693,5112,31110,0
B8465,20-07-2020,23683,Employed,16,60,1,456,4,0,0,20,3674,5483,28421,0
B8466,21-07-2020,30980,Employed,33,48,2,530,4,0,0,20,2527,16286,14278,0
B8467,22-07-2020,40739,Unemployed,13,36,1,460,2,0,0,6,1482,27283,12098,0
B8468,23-07-2020,48122,Employed,17,48,4,509,2,0,0,15,896,20673,6310,0
B8469,24-07-2020,19437,Unemployed,13,96,2,1228,3,1,0,5,536,19903,367675,0
B8470,25-07-2020,70409,Employed,23,108,1,392,6,0,0,8,352,25963,5534,0
B8471,26-07-2020,54598,Self-Employed,16,72,3,229,5,0,0,18,148,13844,146166,0
B8472,27-07-2020,35091,Self-Employed,5,36,1,254,2,0,0,25,3847,28080,3278,0
B8473,28-07-2020,105848,Unemployed,4,48,2,350,3,0,0,10,276,75341,19628,1
B8474,29-07-2020,51706,Employed,0,36,1,179,3,0,0,21,1093,9901,225699,1
B8475,30-07-2020,29219,Employed,8,36,1,259,1,0,0,17,1341,27030,90826,0
B8476,31-07-2020,137201,Employed,27,84,2,514,5,0,0,2,632,12714,36698,1
B8477,01-08-2020,61330,Employed,32,60,5,293,4,0,0,17,820,43977,10416,1
B8478,02-08-2020,51571,Employed,28,48,1,328,3,1,0,1,1475,2060,65150,0
B8479,03-08-2020,21412,Employed,23,108,0,192,0,0,0,20,199,8173,197813,0
B8480,04-08-2020,51609,Employed,13,24,0,255,4,0,0,19,623,39767,102289,0
B8481,05-08-2020,107677,Employed,27,60,2,404,1,0,0,27,1365,69372,4440,1
B8482,06-08-2020,28857,Employed,20,36,1,607,1,0,0,12,1445,8868,40093,0
B8483,07-08-2020,25690,Employed,36,12,0,387,1,0,0,21,314,24314,23787,0
B8484,08-08-2020,98323,Employed,16,60,4,167,5,0,0,25,1098,17796,46043,1
B8485,09-08-2020,95044,Employed,33,12,2,657,2,0,0,8,1336,57610,9788,0
B8486,10-08-2020,88659,Employed,29,96,1,234,4,0,0,16,12427,14958,7679,0
B8487,11-08-2020,57480,Employed,27,72,1,467,6,0,0,16,3839,13275,12915,0
B8488,12-08-2020,46327,Employed,0,12,2,394,5,0,0,13,495,20692,9204,0
B8489,13-08-2020,18016,Employed,28,36,2,763,2,0,0,11,2668,20925,44709,0
B8490,14-08-2020,35848,Employed,14,24,2,471,2,0,0,15,52572,29238,37361,0
B8491,15-08-2020,65072,Employed,11,84,0,373,3,0,0,28,1788,179740,114674,1
B8492,16-08-2020,44308,Employed,0,48,3,376,3,0,0,11,274,80468,92688,0
B8493,17-08-2020,87847,Employed,13,108,1,355,6,0,0,28,268,42510,53469,1
B8494,18-08-2020,106041,Employed,15,60,0,291,2,1,0,17,5331,35556,31474,1
B8495,19-08-2020,17153,Employed,1,84,1,449,6,0,0,24,777,56574,4754,0
B8496,20-08-2020,54254,Employed,0,120,0,263,2,0,0,25,2015,15403,19885,0
B8497,21-08-2020,56988,Employed,23,48,3,475,3,0,0,1,1735,36021,6201,0
B8498,22-08-2020,31116,Employed,28,60,1,514,5,0,0,11,481,10401,121640,0
B8499,23-08-2020,249177,Employed,19,60,4,305,4,0,0,5,519,22150,364188,1
B8500,24-08-2020,24687,Employed,30,36,2,547,4,0,0,2,2589,22258,39686,0
B8501,25-08-2020,52308,Unemployed,14,24,1,455,1,0,1,11,338,7357,51493,0
B8502,26-08-2020,35838,Employed,14,24,5,671,4,0,1,17,594,12062,28784,0
B8503,27-08-2020,51897,Employed,6,48,1,298,4,0,0,8,2757,33276,118406,1
B8504,28-08-2020,15000,Employed,3,48,0,540,2,0,0,26,1263,11806,56215,0
B8505,29-08-2020,38140,Employed,35,60,3,818,4,0,1,15,2504,85417,8526,0
B8506,30-08-2020,66824,Employed,32,72,1,1037,4,0,0,20,1402,97443,98553,0
B8507,31-08-2020,17690,Employed,0,36,1,165,1,0,0,9,148,8679,171069,0
B8508,01-09-2020,92846,Employed,17,48,0,118,3,0,0,6,1655,11826,65023,0
B8509,02-09-2020,64677,Employed,13,36,3,317,4,0,0,3,1731,153127,5776,0
B8510,03-09-2020,16396,Employed,10,72,3,780,2,0,0,14,1366,70242,5955,0
B8511,04-09-2020,44504,Employed,13,72,1,1352,3,0,0,21,1274,5656,316215,0
B8512,05-09-2020,80473,Employed,19,60,2,323,3,0,0,19,1047,302053,2960,1
B8513,06-09-2020,21363,Employed,26,36,4,446,4,0,0,16,277,36882,6851,0
B8514,07-09-2020,15881,Employed,16,120,2,612,4,0,0,16,12629,12893,586540,0
B8515,08-09-2020,23927,Employed,13,24,0,730,4,0,0,4,1946,7453,156714,0
B8516,09-09-2020,252307,Employed,16,84,1,563,4,0,0,13,2166,9245,68458,1
B8517,10-09-2020,81244,Employed,30,48,0,287,2,0,0,1,125,3014,26680,0
B8518,11-09-2020,40835,Employed,27,48,1,190,7,1,0,3,249,22910,6608,0
B8519,12-09-2020,21353,Employed,16,48,0,256,4,0,1,11,541,39665,157758,0
B8520,13-09-2020,30788,Employed,14,60,0,422,2,0,0,17,1426,39727,5096,0
B8521,14-09-2020,149104,Self-Employed,20,48,4,313,9,0,1,24,455,103361,29613,1
B8522,15-09-2020,183837,Employed,16,24,1,330,4,0,0,17,1965,4627,220354,1
B8523,16-09-2020,32231,Employed,29,36,3,477,3,0,0,26,569,14173,3370,0
B8524,17-09-2020,48798,Self-Employed,4,48,2,363,6,0,0,19,522,9972,83534,0
B8525,18-09-2020,43812,Employed,9,108,2,460,4,0,0,3,994,30979,18486,0
B8526,19-09-2020,123598,Self-Employed,25,72,0,447,4,0,0,6,1785,62344,42056,1
B8527,20-09-2020,19334,Employed,1,48,2,471,2,0,0,6,519,21494,17993,0
B8528,21-09-2020,57827,Employed,1,72,0,539,3,0,0,6,2247,25759,66351,0
B8529,22-09-2020,19145,Employed,17,36,0,238,7,0,0,27,1027,40598,67401,0
B8530,23-09-2020,84602,Employed,0,72,4,482,3,0,0,19,2699,31542,58242,0
B8531,24-09-2020,23390,Employed,0,48,2,484,4,0,0,1,1257,75147,3188,0
B8532,25-09-2020,43300,Self-Employed,28,72,5,249,6,0,1,1,76,19027,94191,0
B8533,26-09-2020,36948,Self-Employed,11,36,2,239,3,0,0,14,949,14055,193475,0
B8534,27-09-2020,223638,Employed,33,48,4,349,6,0,0,25,336,31694,9094,1
B8535,28-09-2020,54838,Employed,5,48,1,394,2,0,0,3,2803,34000,323610,0
B8536,29-09-2020,33386,Self-Employed,18,60,3,548,2,0,0,23,1810,35597,10177,0
B8537,30-09-2020,33261,Employed,23,36,0,470,5,0,0,26,400,60686,127307,0
B8538,01-10-2020,92168,Employed,2,48,3,101,6,0,0,27,374,74762,12892,1
B8539,02-10-2020,15000,Employed,31,72,3,382,2,0,0,4,2447,21481,102951,0
B8540,03-10-2020,67031,Self-Employed,25,48,1,672,3,0,0,24,853,13710,613986,1
B8541,04-10-2020,24144,Unemployed,0,48,2,347,7,0,0,14,1364,83901,3124,0
B8542,05-10-2020,222378,Self-Employed,21,24,0,154,5,0,0,26,475,4637,19356,1
B8543,06-10-2020,230579,Employed,22,60,2,245,1,0,0,9,446,12929,10255,1
B8544,07-10-2020,47235,Unemployed,12,48,1,424,0,0,1,27,383,22553,3027,0
B8545,08-10-2020,29012,Employed,1,72,0,737,6,0,0,20,531,46173,81114,0
B8546,09-10-2020,52981,Employed,20,48,2,287,1,0,0,12,2944,43744,4503,0
B8547,10-10-2020,40959,Employed,44,48,2,532,7,0,0,5,528,21781,10028,0
B8548,11-10-2020,34983,Employed,13,72,2,272,2,0,0,7,1538,12205,15833,0
B8549,12-10-2020,51211,Employed,33,36,3,862,3,0,0,12,2430,25046,10406,0
B8550,13-10-2020,82222,Employed,8,84,4,197,2,0,0,17,1559,34730,50232,1
B8551,14-10-2020,52990,Employed,16,48,1,732,1,0,0,12,3784,7846,29056,0
B8552,15-10-2020,59463,Employed,25,48,1,478,2,0,0,12,756,2879,114579,1
B8553,16-10-2020,33205,Employed,18,108,2,353,6,0,0,24,2243,9850,2838,0
B8554,17-10-2020,20084,Employed,10,24,2,710,2,1,0,23,488,58357,8884,0
B8555,18-10-2020,29091,Employed,25,96,0,548,1,0,0,21,1238,14116,176746,0
B8556,19-10-2020,78845,Employed,36,60,2,475,3,0,0,23,2115,11724,95311,1
B8557,20-10-2020,54093,Employed,21,12,3,430,5,0,0,11,252,25826,7070,0
B8558,21-10-2020,51129,Employed,10,96,0,593,7,0,0,12,292,18952,26051,0
B8559,22-10-2020,53866,Employed,14,60,4,385,2,0,0,3,524,82956,10269,0
B8560,23-10-2020,73173,Unemployed,48,84,3,157,0,0,0,18,1941,16625,24804,1
B8561,24-10-2020,55917,Employed,16,72,3,312,4,0,0,13,1482,3997,90554,0
B8562,25-10-2020,74798,Employed,6,48,1,211,2,0,0,18,729,24301,4991,0
B8563,26-10-2020,76533,Employed,8,84,0,1914,4,0,0,5,2663,17897,246620,0
B8564,27-10-2020,40360,Employed,0,60,1,475,5,0,0,25,1044,81920,2926,0
B8565,28-10-2020,37512,Employed,23,60,3,535,3,0,0,10,1216,53240,187635,0
B8566,29-10-2020,99777,Employed,29,48,1,458,2,0,0,3,6016,31681,3672,1
B8567,30-10-2020,51626,Employed,11,48,2,175,2,0,0,7,1379,30130,4498,0
B8568,31-10-2020,44966,Employed,15,36,0,640,2,0,0,14,323,20813,81935,0
B8569,01-11-2020,17233,Employed,1,24,0,276,4,0,0,8,1248,65226,2746,0
B8570,02-11-2020,106459,Employed,18,36,2,152,1,0,0,28,756,37166,43113,1
B8571,03-11-2020,35987,Employed,21,48,1,529,2,0,0,5,467,6696,693141,0
B8572,04-11-2020,46148,Employed,12,60,2,510,2,0,0,9,159,35970,80109,0
B8573,05-11-2020,191939,Unemployed,37,72,4,249,1,0,0,10,1364,15730,50236,1
B8574,06-11-2020,34391,Employed,5,48,0,465,1,0,0,19,387,26578,67109,1
B8575,07-11-2020,43564,Self-Employed,18,48,1,780,3,0,0,3,2381,105191,3041,0
B8576,08-11-2020,101199,Employed,27,48,1,480,7,0,0,17,892,6777,68305,1
B8577,09-11-2020,24516,Employed,17,36,3,665,0,1,0,1,2472,35856,9054,0
B8578,10-11-2020,15000,Unemployed,15,36,2,194,2,0,0,8,833,10428,217509,0
B8579,11-11-2020,30311,Employed,2,84,3,341,3,0,1,16,3596,42666,1889,0
B8580,12-11-2020,69716,Employed,32,72,0,121,4,0,0,20,920,8396,45823,0
B8581,13-11-2020,53460,Employed,17,36,2,474,6,0,0,6,3525,59983,9414,0
B8582,14-11-2020,108450,Employed,23,48,3,439,1,0,0,6,1846,12001,2704,1
B8583,15-11-2020,35049,Employed,25,96,1,187,3,0,0,13,7287,70952,6603,0
B8584,16-11-2020,35866,Employed,13,48,1,905,3,0,0,6,497,48068,8034,0
B8585,17-11-2020,96213,Employed,17,72,1,555,5,0,0,20,758,16458,8756,0
B8586,18-11-2020,53579,Employed,35,72,1,394,5,0,1,24,603,29060,59861,1
B8587,19-11-2020,142199,Employed,4,60,1,258,3,0,0,10,2747,9877,33424,0
B8588,20-11-2020,45088,Employed,40,48,3,517,2,0,0,5,2119,46830,125609,0
B8589,21-11-2020,36397,Unemployed,9,60,1,443,3,0,0,13,657,32759,22664,0
B8590,22-11-2020,40300,Employed,1,60,1,248,1,0,0,1,1168,64825,26702,0
B8591,23-11-2020,55090,Employed,16,60,2,965,1,1,0,2,262,21585,22093,0
B8592,24-11-2020,61788,Employed,41,72,2,290,4,0,0,15,1468,10103,26690,0
B8593,25-11-2020,49953,Employed,0,36,3,500,4,0,1,14,205,16683,497556,0
B8594,26-11-2020,33799,Employed,17,72,1,262,3,0,0,26,710,72159,64050,0
B8595,27-11-2020,91791,Employed,22,36,1,342,6,0,0,27,171,3275,234266,1
B8596,28-11-2020,60822,Employed,19,24,1,242,1,0,0,26,890,7704,13108,0
B8597,29-11-2020,56357,Employed,18,48,2,295,2,0,0,29,1730,4627,8104,1
B8598,30-11-2020,29931,Employed,7,36,3,374,2,0,0,27,52,5674,325173,0
B8599,01-12-2020,80592,Employed,9,12,2,880,1,1,0,9,1312,25434,9196,0
B8600,02-12-2020,50363,Employed,14,24,1,1003,2,0,0,19,4647,2036,5247,1
B8601,03-12-2020,35230,Employed,3,48,0,477,3,0,0,19,901,11532,30491,0
B8602,04-12-2020,30159,Employed,17,84,0,645,4,0,0,10,559,2188,120823,0
B8603,05-12-2020,70027,Employed,12,24,5,303,3,0,0,27,1367,229349,10861,1
B8604,06-12-2020,36997,Employed,12,48,3,165,5,0,0,23,3137,19129,67288,0
B8605,07-12-2020,34569,Employed,17,36,2,547,1,0,0,24,161,98772,3252,0
B8606,08-12-2020,44254,Employed,0,96,1,285,6,0,1,21,749,6787,156707,0
B8607,09-12-2020,102728,Employed,13,84,1,648,2,0,1,24,504,11189,81167,1
B8608,10-12-2020,101544,Unemployed,46,12,4,360,3,0,0,17,4852,10993,19665,1
B8609,11-12-2020,61887,Employed,5,48,0,320,1,0,1,5,11856,7590,15129,0
B8610,12-12-2020,77961,Employed,36,24,1,448,0,0,0,24,3598,12500,185513,1
B8611,13-12-2020,48872,Employed,17,36,0,678,2,0,0,13,793,3862,149082,0
B8612,14-12-2020,49459,Employed,11,96,0,323,1,0,0,6,1965,31226,116319,0
B8613,15-12-2020,133711,Employed,0,60,2,366,3,0,1,15,1249,18591,307126,1
B8614,16-12-2020,49597,Employed,18,24,1,235,5,0,1,27,535,32640,6016,0
B8615,17-12-2020,35605,Employed,34,48,0,455,2,0,1,10,249,3039,152038,0
B8616,18-12-2020,15000,Employed,15,24,0,812,2,0,0,14,764,4091,27444,0
B8617,19-12-2020,169332,Employed,15,12,0,695,2,0,1,6,1582,71063,91515,1
B8618,20-12-2020,205563,Employed,31,60,4,309,1,0,0,14,568,26683,15621,1
B8619,21-12-2020,29061,Employed,24,12,2,442,5,0,0,20,232,15855,43763,0
B8620,22-12-2020,78034,Employed,0,60,1,942,3,0,0,11,4005,103973,10733,0
B8621,23-12-2020,95824,Employed,21,24,0,753,3,0,0,5,2373,58235,3108,0
B8622,24-12-2020,85122,Employed,40,84,2,364,2,0,0,5,1057,24495,141669,0
B8623,25-12-2020,49920,Employed,14,48,1,227,5,0,1,16,953,15169,25870,0
B8624,26-12-2020,29448,Unemployed,0,36,4,475,2,0,0,24,1094,34860,43377,0
B8625,27-12-2020,61186,Employed,25,72,1,521,4,0,0,2,1091,38140,29715,0
B8626,28-12-2020,64547,Employed,16,36,1,251,2,0,0,13,226,246800,1761,0
B8627,29-12-2020,35888,Employed,0,72,3,250,4,0,0,11,1833,60991,10885,0
B8628,30-12-2020,43991,Employed,0,36,3,738,6,0,0,6,114,46126,3306,0
B8629,31-12-2020,107185,Employed,32,72,3,461,4,0,0,14,461,11395,61385,1
B8630,01-01-2021,83939,Employed,11,48,3,497,2,0,0,8,414,40204,354557,1
B8631,02-01-2021,94982,Employed,5,60,1,145,2,0,0,19,308,5992,21248,1
B8632,03-01-2021,67702,Employed,17,48,0,228,3,0,0,11,477,4446,51647,0
B8633,04-01-2021,41398,Employed,9,36,0,201,6,0,0,21,1676,20911,45989,1
B8634,05-01-2021,108970,Employed,19,36,3,366,2,0,0,16,297,77353,24879,1
B8635,06-01-2021,21957,Employed,10,60,3,285,3,0,0,18,1194,3282,27071,0
B8636,07-01-2021,49659,Employed,5,72,1,374,0,0,0,7,480,33172,4404,0
B8637,08-01-2021,91223,Employed,10,48,3,505,8,0,0,20,548,12071,53628,1
B8638,09-01-2021,79511,Employed,19,12,1,526,3,1,0,11,280,13228,54299,0
B8639,10-01-2021,70390,Employed,18,96,0,313,0,0,1,16,594,8814,27129,0
B8640,11-01-2021,97436,Employed,18,24,1,559,6,0,0,6,1609,14516,62869,1
B8641,12-01-2021,163787,Employed,39,60,3,632,3,0,0,10,625,66972,3701,1
B8642,13-01-2021,24700,Employed,23,72,0,757,1,0,0,18,924,64180,54075,0
B8643,14-01-2021,63223,Employed,29,36,0,256,4,0,0,13,651,12366,14475,0
B8644,15-01-2021,34566,Employed,13,60,0,201,4,0,0,1,640,11849,29540,0
B8645,16-01-2021,87108,Employed,19,24,1,244,4,0,0,27,3286,9352,791769,1
B8646,17-01-2021,71250,Employed,10,60,1,464,2,0,0,18,761,10123,7672,0
B8647,18-01-2021,27855,Employed,24,48,1,498,4,0,0,7,920,53059,10577,0
B8648,19-01-2021,44003,Employed,14,36,1,247,2,0,1,4,385,62920,50800,0
B8649,20-01-2021,22750,Unemployed,20,60,5,286,2,1,0,16,1714,211635,6410,0
B8650,21-01-2021,75035,Employed,20,48,2,200,2,0,0,15,437,38034,203820,0
B8651,22-01-2021,35874,Unemployed,11,24,2,508,4,0,0,21,1791,16245,11588,0
B8652,23-01-2021,37554,Employed,54,72,4,495,1,0,0,28,1206,3178,47596,0
B8653,24-01-2021,37345,Employed,9,60,1,292,2,0,0,20,2181,30981,16374,0
B8654,25-01-2021,58392,Employed,7,24,2,620,3,0,0,20,1018,22066,61634,0
B8655,26-01-2021,59004,Employed,24,60,4,763,3,0,0,3,517,21154,117832,0
B8656,27-01-2021,33289,Unemployed,5,36,0,290,5,0,0,7,372,52696,18708,0
B8657,28-01-2021,38285,Employed,13,36,3,629,3,0,0,2,432,11153,44061,0
B8658,29-01-2021,37804,Employed,4,36,0,418,3,0,0,21,725,34814,21557,0
B8659,30-01-2021,23167,Employed,19,48,0,689,2,0,0,17,2712,37999,71969,0
B8660,31-01-2021,16566,Unemployed,24,48,4,367,1,0,1,8,1408,9489,147946,0
B8661,01-02-2021,40017,Employed,12,12,3,327,5,0,0,26,264,17305,11077,0
B8662,02-02-2021,73871,Unemployed,25,12,0,576,2,0,0,22,548,11746,92845,0
B8663,03-02-2021,46802,Employed,0,36,2,539,3,0,0,29,1259,13668,134413,1
B8664,04-02-2021,154575,Employed,7,72,1,197,2,0,0,19,651,106257,1890,0
B8665,05-02-2021,73380,Employed,15,48,1,354,2,0,0,13,363,135700,2229,0
B8666,06-02-2021,44808,Employed,6,36,0,354,3,0,0,16,281,10934,36616,0
B8667,07-02-2021,42224,Employed,0,24,2,424,3,0,0,2,4099,12517,222456,0
B8668,08-02-2021,72794,Employed,17,36,0,186,5,0,1,1,3042,24071,54590,1
B8669,09-02-2021,39330,Employed,26,36,0,348,4,0,1,27,1036,37891,7696,0
B8670,10-02-2021,60957,Employed,37,96,0,424,4,0,0,18,2356,110788,502236,1
B8671,11-02-2021,42210,Employed,11,12,0,324,2,0,0,18,6357,11102,36500,0
B8672,12-02-2021,58467,Employed,25,36,1,338,4,1,0,20,266,35688,217644,0
B8673,13-02-2021,30683,Employed,23,24,0,402,2,0,0,8,1056,9304,38141,0
B8674,14-02-2021,15000,Employed,30,108,3,511,3,0,0,18,2149,27964,49927,0
B8675,15-02-2021,33043,Employed,11,84,2,789,2,0,0,6,719,2517,49317,0
B8676,16-02-2021,110202,Employed,0,84,1,141,3,0,0,3,1601,4759,28588,0
B8677,17-02-2021,84853,Employed,18,36,0,1569,4,0,0,5,4732,6397,4105,0
B8678,18-02-2021,19599,Self-Employed,5,48,2,517,3,0,0,24,340,57596,2575,0
B8679,19-02-2021,55342,Employed,10,48,2,571,2,0,0,10,1889,41472,575611,1
B8680,20-02-2021,51373,Employed,13,48,0,225,3,0,0,28,1154,4051,5716,1
B8681,21-02-2021,55527,Employed,16,120,0,145,3,0,0,15,2341,35080,109424,1
B8682,22-02-2021,23483,Employed,16,24,0,254,1,0,0,12,1404,90854,32274,0
B8683,23-02-2021,31239,Employed,27,24,1,312,1,0,0,2,473,18702,186901,0
B8684,24-02-2021,79340,Self-Employed,12,84,0,612,2,0,0,12,3362,5211,12589,0
B8685,25-02-2021,145836,Unemployed,21,96,2,495,3,0,0,5,1309,7125,70143,1
B8686,26-02-2021,83614,Employed,15,60,1,204,5,0,1,14,330,31881,44508,1
B8687,27-02-2021,31449,Employed,32,60,2,398,4,0,1,4,1539,36815,110041,0
B8688,28-02-2021,37869,Self-Employed,15,60,0,442,5,0,0,28,271,16123,57096,0
B8689,01-03-2021,54633,Employed,15,48,0,409,5,0,0,15,1668,19972,19465,0
B8690,02-03-2021,36976,Employed,9,72,0,311,4,0,0,12,1117,76743,1114,0
B8691,03-03-2021,59583,Self-Employed,16,84,0,309,2,0,0,5,397,12363,100162,1
B8692,04-03-2021,58170,Employed,9,60,3,468,4,0,1,14,1408,211841,3260,0
B8693,05-03-2021,38809,Employed,2,84,2,315,3,0,0,23,1757,64594,99518,0
B8694,06-03-2021,20052,Unemployed,25,60,3,299,2,0,0,11,1163,5747,4501,0
B8695,07-03-2021,62687,Employed,2,84,0,133,4,0,0,29,460,6007,5032,0
B8696,08-03-2021,27370,Employed,16,48,0,394,6,0,0,22,220,20193,41371,0
B8697,09-03-2021,84051,Employed,28,96,5,367,1,0,0,6,973,36103,118978,0
B8698,10-03-2021,193876,Employed,15,108,0,213,1,0,0,4,552,50438,27759,1
B8699,11-03-2021,19967,Employed,29,24,2,262,2,0,0,5,397,35093,225685,0
B8700,12-03-2021,35334,Employed,8,36,1,710,5,0,0,13,1802,1220,154660,0
B8701,13-03-2021,31524,Unemployed,3,60,1,266,5,0,0,3,2292,29047,137100,0
B8702,14-03-2021,53212,Employed,0,48,3,222,6,0,0,7,2078,13746,418106,0
B8703,15-03-2021,15000,Employed,30,60,0,157,3,0,0,16,51,223644,1704,0
B8704,16-03-2021,32620,Employed,4,24,2,440,2,0,0,29,249,12453,67115,0
B8705,17-03-2021,29523,Employed,26,84,0,306,1,0,0,3,1305,24877,27232,0
B8706,18-03-2021,130901,Employed,6,72,1,273,6,0,0,17,775,12370,48690,1
B8707,19-03-2021,170725,Employed,33,84,2,198,1,0,0,29,1895,2087,27329,1
B8708,20-03-2021,47574,Employed,41,60,3,373,1,0,0,23,7814,33673,69811,0
B8709,21-03-2021,25125,Employed,0,84,5,598,2,0,0,12,1352,9608,28356,0
B8710,22-03-2021,24214,Unemployed,5,72,5,461,1,0,0,14,1538,132040,84401,0
B8711,23-03-2021,50484,Employed,29,36,0,766,3,0,0,22,1216,27621,25954,0
B8712,24-03-2021,17870,Employed,20,96,1,704,1,0,0,6,84,44756,45332,0
B8713,25-03-2021,71120,Employed,27,36,0,1065,5,0,0,26,259,41336,10879,1
B8714,26-03-2021,40055,Employed,12,36,1,293,4,0,0,8,3844,5598,42351,1
B8715,27-03-2021,79229,Employed,41,36,4,330,3,0,0,11,927,19333,141153,1
B8716,28-03-2021,69683,Employed,17,60,0,590,4,0,0,2,2311,9673,60927,0
B8717,29-03-2021,104407,Self-Employed,1,60,0,411,1,0,1,5,919,21064,39055,0
B8718,30-03-2021,90624,Employed,15,60,0,275,1,0,1,13,431,12778,3449,0
B8719,31-03-2021,43963,Employed,3,36,4,374,8,0,0,10,2173,14468,152349,0
B8720,01-04-2021,67405,Employed,39,48,0,409,6,0,0,24,898,106951,3330,1
B8721,02-04-2021,15000,Employed,9,24,2,337,4,0,0,14,638,71679,42723,0
B8722,03-04-2021,54025,Employed,20,36,1,237,6,0,0,16,1342,18944,36933,1
B8723,04-04-2021,71957,Employed,13,96,3,475,3,0,0,28,2698,34017,1104,0
B8724,05-04-2021,40042,Employed,8,36,0,539,7,0,0,8,2153,77016,86317,0
B8725,06-04-2021,81873,Employed,0,24,2,332,5,0,1,23,4054,63457,3094,0
B8726,07-04-2021,16640,Employed,27,24,3,829,6,0,0,23,745,198350,7933,0
B8727,08-04-2021,33903,Unemployed,31,120,4,202,4,0,0,28,2898,49744,9792,0
B8728,09-04-2021,24028,Self-Employed,2,96,0,500,3,0,0,25,7358,36472,29835,0
B8729,10-04-2021,39031,Employed,0,72,0,282,3,0,0,26,694,82638,107307,0
B8730,11-04-2021,32827,Employed,27,24,1,437,3,0,0,16,2132,191416,9128,0
